AirName,AircraftModel,Comments,DateFlown,EntertainmentRating,FoodRating,FullReview,GroundServiceRating,OverallScore,Recommended,ReviewDate,ReviewTitle,ReviewrCountry,Route,SeatComfortRating,SeatType,ServiceRating,TravelType,ValueRating,Verified,WifiRating
United,,,Feb-19,1,1," |  Newark to Ft Lauderdale. I got to the airport and was barraided by the airline staff  who insisted my small backpack was too large to be considered a carry on. I won’t fly this airline again. Ended up having to pay for my small backpack, which never is considered on any other airline to be a checked bag.",1,1,,27th February 2019,"""my small backpack was too large""", (United States) ,Newark to Ft Lauderdale,1,Economy Class,1,Solo Leisure,1,1,1
United,,,Dec-18,1,1, |  Memphis to Houston. I had a 4 hour delay which I waited patiently then they scheduled me for another flight connecting in IAH. When we boarded they plane we had another 1.5 delay. So now I will miss my connecting flight and won't be able to get to LAX until the morning. This is ridiculous. I will never fly United Airlines again.,1,1,,27th February 2019,"""This is ridiculous""", (United States) ,Memphis to Houston,1,Economy Class,1,Solo Leisure,1,1,1
United,,,Feb-19,1,1," |  Simply the worst airline experience in my lifetime, and I have been flying for 62 years. No crew ready to take over flight from Denver to St. George, resulting in delays, resulting in cancelled flight due to weather that could have been avoided by having a crew available to stay on time. This resulted in 19 hours overnight in airport. Next flight to Phoenix, we were sent back and forth to gates 3 different times - again, late flight resulting in running to change terminals in Phoenix to change airlines - made it by 3 minutes. UNITED, your behavior is inexcusable!! I got to my destination a day and a half later. I can hardly wait to see how my return trip goes tomorrow.",1,1,,25th February 2019,"""worst airline experience""", (United States) ,Phoenix to St George,2,First Class,4,Business,1,1,1
United,,,Feb-19,3,0," |  San Francisco to Chicago. I have never encountered a company that wants to suck every single penny out of you, I couldn’t bring carry-on so had to pay to check a bag each way. I was late because of traffic but still before the flight and they told me it was too late to check my bag so they forced me to pay 75$ to get on the next flight or his exact words “just make the bag smaller”. I’m sorry I can’t just make things magically smaller.",1,1,,14th February 2019,"""suck every single penny out of you""", (United States) ,San Francisco to Chicago,1,Economy Class,1,Solo Leisure,1,1,1
United,,,Feb-19,0,2," |  Fort Lauderdale to Washington DC. Basic Economy: Beware! Even if your bag fits under the seat, the box the airline uses to verify the size of your luggage is smaller than the area under the seat, and United will try to scam you out of $55 at the gate and force you to gate-check your bag -- even if the United attendant at the counter issues you a boarding pass, and has no problem with your bag. That is probably because they only charge $30 at the counter if you decide to check your bag then- but squeeze an additional $25 out of you for any bag they force you to check at the gate. I was stopped halfway down the breezeway, after the gate attendant had already scanned my boarding pass and told me to have a good flight. I was ready to throw away my belongings before I would allow United to scam me out $55. Fortunately, the attendant eventually let me board with my small backpack. I had already spent $17 to UPS some of my belongings home, so my luggage contained even less than when I had flown TO my destination. That was also Basic Economy on United -- and neither the counter attendant nor the gate attendant had had any issue with my backpack for that flight. I will never again fly United. Other airlines have Basic Economy -- but those rules are much less restrictive and those carriers do not treat their passengers nearly as poorly. United treats you like chattel. Also: my ticket was not even inexpensive!!! I had already paid more than I usually do for a ticket to Fort Lauderdale, which was why I had decided not to upgrade from Basic Economy or pay extra for luggage. Expensive ticket, very little luggage allowance, no choice of seat, and terrible treatment by the airline employees in the airport. ",1,1,,14th February 2019,"""scam you out of $55 at the gate""", (United States) ,Fort Lauderdale to Washington DC,1,Economy Class,4,Solo Leisure,1,1,1
United,,,Feb-19,1,0," |  Memphis to Vancouver via Chicago. This is just one incident of many that have made me believe this is the worst airlin. Delays, long lines, rude hostesses, and 45min+ wait ties on calls and pulling teeth for legit refunds. Not to mention their non-existent inflight entertainment app is a joke that never works and when it does, feels like it was developed by a 12 year old in a basement, it's that horrible. These guys have made me miss holidays, family events, and so much more. I am sworn to never fly United again. I don't care if I have 3 connections and it takes 3x as long, I will never put myself through the pain and suffering of flying this miserable excuse of an airline. ",1,1,,14th February 2019,United Airlines customer review, (United States) ,Memphis to Vancouver via Chicago,1,Economy Class,1,Business,2,1,1
United,Boeing 737,,Feb-19,1,1," |  Cancun to San Francisco. The absolute worst airline I have ever flown. I booked these flights months ago and have literally had nothing but problems since. To start out after well over twelve hours between on the phone and Facebook messenger (because god forbid they actually respond on the post they send you a private message to try and resolve. After all this time they said they had everything fixed then when we go to finally start our vacation they changed seats on my wife and I and we were no longer together (oh yeah and they were no help again) next flight was fine from Houston the Cancún. Leaving Cancún to San Francisco they told us to just keep our Duty Free with us that they didn’t need it. Upon arriving to San Francisco we are told we have to collect our bags and recheck them - and we have to be able to fit 4 bottles of alcohol in 1 checked bag that was already over stuffed. (United also charges for every checked back so no I know why, they get to make another 50.00 for an additional checked bag), after being sent to several different representatives by United personnel we ended up 30 minutes later back to the same one who gladly checked another bag (at that wonderful charge) My United Mileage Plus card will be cancelled tomorrow. United Airlines is absolutely horrible, they will take more and more and give the consumer less each time. Oh by the way Cancún to San Francisco left at almost 6:00 p.m. and was 6 hours they didn’t even offer a snack. Avoid them at all cost look around there are much better airlines.",1,1,,14th February 2019,"""Avoid them at all cost""", (United States) ,Cancun to San Francisco,1,Economy Class,1,Couple Leisure,1,1,2
United,,,Feb-19,1,1, |  Dulles to Plattsburgh. There were issues with the plane to Plattsburgh NY when arriving on flight from Orlando. We had to wait 5 hours for mechanics to arrive from Detroit. I would think being located in the nation's capital you would have mechanics on site. I'll pass on flying United in the future.,1,1,,12th February 2019,"""wait 5 hours for mechanics""", (United States) ,Dulles to Plattsburgh,1,Economy Class,1,Business,1,0,1
United,Boeing 787-9,,Jan-19,5,4," |  Sydney to Houston. I was told that I could use either the Singapore or Air New Zealand Lounge. I chose the Singapore Lounge and enjoyed the bacon and eggs and Champagne at 9:45 am. The Business cabin seating is 2-2-2, which makes sleeping on one's side and back comfortable but very tight when sleeping on my front. There was an excellent selection of movies to chose from. The salad was very small and no food was served for a good eleven hours--just lunch after takeoff and breakfast before landing. I would suggest more options in the galley. The fasten seatbelt sign came on many times during the flight with the recorded announcement, ""please fasten your seatbelt."" I was really happy that they did not make announcements in a second or third language which can make sleeping with United very difficult. The flight attendants did a good job and had a sense of humor but it was an older crew. The flight arrived 20 minutes late so I only had 40 minutes go through Immigration and Customs, claim my suitcase, go through security and transfer from Terminal E to Terminal C for my next flight to Orlando, but I boarded with Group 5 and made the flight.",5,8,yes,12th February 2019,"""flight attendants did a good job""", (United States) ,Sydney to Houston,4,Business Class,4,Solo Leisure,4,0,0
United,,,Feb-19,1,1," |  Las Vegas to Rochester via Washington DC. I have never seen some thing like this in my life. They have changed the flight schedule 6 times so far (I’m still at the airport and still there is a possibility for another change). At the beginning departure from DC was at 8:25 am then changed respectively to 10:00 am, 12:20, 12:40, again 12:20, 12:45 and finally 1:30pm and God knows if they are gonna change it again or not because right now the time is 1:35pm and they have not announced any thing for boarding yet. I think United is the worst airline I have ever seen. This is my last flight with United ever(if it happens at all)",1,1,,11th February 2019,"""worst airline I have ever seen""", (United States) ,Las Vegas to Rochester via Washington DC,1,Economy Class,2,Couple Leisure,2,1,1
United,,,Feb-19,1,1, |  Chicago to Kansas city. Given a chance would rate 0 for this airline. I had many bad experiences with this airlines but today was the worst till date. I had an email/text saying that they might experience delays and I called customer service for alternate options and nothing seemed to workout and so I decided to cancel the flight and go ahead with some other options available and they said they won’t refund until they cancel the flight and they gave me the worst options and made me stay at the airport for almost 12 hours transferring here and there almost 5 times delaying all my plans planned ahead,1,1,,11th February 2019,"""had many bad experiences""", (United States) ,Chicago to Kansas city,1,Economy Class,1,Solo Leisure,1,1,1
United,,,Feb-19,0,0, |  My flight was scheduled to leave at 6:30am from Cleveland. We sat on the airplane for 2 1/2 hours with incorrect and misleading updates coming every 30 minutes. We were told that the airplane needed an oil change and that we would only be delayed 30 minutes. After missing my connecting flight I went to customer service and was told if I hurry I can make it to the flight that was still boarding to make it to my destination. Was turned away at the gate saying they didn’t make accommodations for everyone on my previous flight. When I expressed that I was directed to that gate from customer service I was told that the previous person was mistaken and I was going to have to wait until 2:45. Putting me at my final destination 5 hours behind schedule. Making me miss my ride and events planned ahead of time. Board and crew were nice on the first flight but all of the misscommunication between what was going on while we sat on the tarmac and once getting to the Houston airport was awful.,1,2,,9th February 2019,"""missing my connecting flight""", (United States) ,Cleveland to New Orleans via Houston,2,Economy Class,3,Solo Leisure,2,1,0
United,,,Jan-19,1,1," |  Oklahoma City to Washington. Today I had the seemingly bad luck of flying with United.  After getting to the airport I found out my flight was cancelled. Once I found out I went to the nearest United ticket counter but on the way ran into a gate agent who said ""you should have known the flight was cancelled since 1pm."" I responded sorry I was at work I didn't know.  She tells me her plane is arriving which wasn't at the gate refused to help and does a slight jog to the gate and tells me to go back through security to the ticket desk.  Once I get to ticketing outside of security the agent simply keeps repeating that ""flight is cancelled due to weather"".  She reluctantly says after me asking repeatedly what does that mean, that I have to get myself a hotel for the night. She doesn't offer me any kind of information on how or who to call. She just ask if i was from there and I said no. After I ask another agent what does this mean she hands me a pink form with number and how to get a hotel. I then go back through security and once I look at the board I see a flight that will get me out of OKC with these very unhelpful United Employees. I call customer service and they rebook me on the IAH flight so I can get out of OKC and guess whose gate it is... The gate agent who says she was so busy even though the plane had not arrived and was being very dismissive The agent on the phone checked me in and I had them on speaker phone. I explained that to her and she goes policy is we can't let you on the flight because it's too close to departure. The same lady that told me I should have known in our previous encounter says says ""you should have called earlier."" I emphatically explain how when I'm checked in already and I'm on the phone with a United Employee. He was on speakerphone ""are they not letting you board? You are checked in."" She again says no and to talk to her supervisor and points. She says it's policy but then reluctantly walks over and let's me board as if she was doing me a favor.  Apparently policy didn't matter then and I wish the ordeal stopped there. When I get on the plane all of the bins are closed so I ask where can I put my bag. As far as I am concerned it could have been checked. The flight attendant gives me a bewildered how do I know look and ask what seat I'm in. It really didnt matter when I'm one of the last people on the plane and all bins are closed.  I go to my seat and open multiple bins only for her to to walk back and open one bin that has room and wasn't by my seat. ",1,1,,7th February 2019,"""bad luck of flying with United""", (United States) ,Oklahoma City to Washington,3,Economy Class,1,Business,3,1,1
United,Boeing 737-900,,Jan-19,0,4," |  Punta Cana to Chicago. This return was so much better compared to our outgoing flight. This time the crew we dealt with were smiling, friendly and attentive. They served a meal which was quite good actually, them came by twice more during this 4.5 hour flight offering cookies and snacks. All in all they acted very professionally and we appreciated that. Its unfortunate that other UAL flight crews behave so differently IME like anything goes. I certainly hope UAL is listening and will realize that the interactions by their personnel overall represents the face of their product to the consumer and will emphasize that their crew make passengers feel valued, welcomed and wanted. Then I think most will be happy to return. But there is much work to be done.",3,8,yes,24th January 2019,"""return was so much better""", (United States) ,Punta Cana to Chicago,3,First Class,5,Couple Leisure,3,1,0
United,Boeing 737-900,,Jan-19,3,4," | Orlando to Washington, D.C. Great flight with United, easy check in at MCO and nice staff all around. Plane was an older one, but the seat was comfortable and servcie was good.",5,9,yes,23rd January 2019,"""nice staff all around""", (United States) ,"Orlando to Washington, D.C. ",5,First Class,5,Solo Leisure,5,1,5
United,A340,,Jan-19,1,1," |  Purchased business tickets for my wife for 1/21 and myself to travel on 1/19 from Richmond to Paris. The first United Airlines flight from Richmond to Dulles was 2 hours late thus I missed my Paris flight. My wife’s flight was 1.5 hours late and she missed hers. The United gate agents in Richmond, with the exception of 1,  were untrained, ineffective and mostly ignorant. My wife’s agent forgot to switch her luggage when she was rerouted through Germany. At age 67 , I have travelled on business and pleasure most of my life, but these 2 experiences rank as the very worst for both of us.",1,1,,23rd January 2019,"""the very worst for both of us""", (United States) ,Dulles to Paris,2,Business Class,3,Business,1,0,0
United,,,Dec-18,3,2, |  I flew with United Airlines Dec 26 from Toronto to Houston. We encountered weather problems or turbulence by Houston Airport or that was what I assumed. We circled the airport in the fog for 40 minutes with no communication from pilot or staff the entire time to let us know what was going on. Was an unnerving experience. On Jan 16 I again flew with United Airlines from Auckland to San Francisco. Again no communication from pilot or staff regarding the reason for the excessive turbulence. The stewardesses seemed to be very irritable and also the washrooms very dirty. The only thing said by the pilot was thanks for flying United after we landed.  Will not recommend this airline for any future trips for anyone,1,1,,23rd January 2019,"""no communication from pilot""", (United States) ,Toronto to Houston,1,Economy Class,1,Solo Leisure,2,0,0
United,,,Jan-19,0,0," |  Montreal to Buffalo via Newark. I had a flight scheduled for 5:45pm on Jan. 21st, and 1 hour before the flight they decided to cancel it. I had work the next day. And of course, nothing was compensated. No hotel stay, no food, because it was weather related. I had to sleep in the terminal. I despise this sort of treatment. I will forever avoid United.",2,1,,22nd January 2019,"""I will forever avoid United""", (United States) ,Montreal to Buffalo via Newark,1,Economy Class,1,Solo Leisure,1,1,0
United,Boeing 737-900,,Jan-19,3,2," |  We flew 1st class from ORD-PUJ in the Dominican Republic. I must say the flight back was good and that will be posted in a different review but this one was appalling. We were in the first row and had a birds eye view of the flight attendant having what I will call a bad hair day. She put her long, stringy hair in bun, let it down and put it up again and so on a few times. That wasn't so bad but at least twice she ran her fingers through her hair and dropped dislodged hairs and goodness only know what else directly onto the cabin floor! I can't believe it but she did. I never saw her wash her hands and yes she served meals too. The breakfast was supposed to be eggs Benedict. Well there was no poached egg, it resembled a scrambled mishmash and the Hollandaise sauce was baked into the egg instead of being a sauce. So in sum the food was poor and the sanitary practices simply failed due to negligence.",3,3,,22nd January 2019,"""this one was appalling""", (United States) ,Chicago to Punta Cana,3,First Class,1,Couple Leisure,2,1,0
United,,,Jan-19,0,1," | Cincinnati to Chicago. Worst plane ride ever and that says a lot considering it was also the shortest. Extremely small and uncomfortable plane. After telling me my carry-on bag was fine, they decided it was too big, as well as many other people, and made us leave our bags outside the plane without telling us where to get them. After the ride was over I had to search for someone to ask, where they made us all line up in the cold and wait for them. They may have actually told us, but whoever gave the instructions spoke such a poor excuse for English it was pathetic, and I really don't mind accents normally, as long as I can understand. They can't do the job if nobody can understand them and they just keep yelling and gesturing and even grabbing at my belongings because they can't compose a sentence to tell me what to do with them. I was also supposed to be in a row by myself, but out of nowhere the flight crew pulls out a seat behind the wall and blocks me in the aisle and completely blocks off the bathroom so nobody could use it and making one long row with no space in it. I would never willingly book with this airline.",1,1,,22nd January 2019,"""Worst plane ride ever""", (United States) ,Cincinnati to Chicago,1,Economy Class,1,Business,1,1,0
United,Boeing 737,,Jan-19,1,5," | Miami to San Francisco. Once again, a disappointing product from United on one of the longest trancontinental routes in the country. Old plane. Old seats. No seat back IFE. WiFi did not work. The food in First class was respectable though. United - please upgrade your fleet!",3,1,,21st January 2019,"""please upgrade your fleet!""", (United States) ,Miami to San Francisco,3,First Class,3,Business,1,1,1
United,,,Jan-19,1,1," |  Denver to Chicago via Detroit. Was charged $30 per carry on bag, had to check our 2 bags, as they wouldn't allow us to carry on proper size bags cuz we booked economy. When we complained was told we should of done it at the airport which was crazy as they were backed up so bad and had no time. It's a trap! Just don't fly United, I know we won't ever again!",1,1,,20th January 2019,"""charged $30 per carry on bag""", (United States) ,Denver to Chicago via Detroit,1,Economy Class,1,Couple Leisure,1,0,1
United,,,Jan-19,2,1," |  Madison to Newark via Chicago. This morning, I arrived at the airport and waited in line to check my bag for 25 minutes. Once I finally got up to the counter the agent at my desk disappeared for another 15 minutes. She finally came back but said I would miss my flight because I was a few minutes late from the checked baggage cutoff time. The agent tried rebooking my ticket for me. I’m not sure if she was new or wasn’t trained on the system well enough because it took her a long time to rebook the ticket to the point where her supervisor had to jump in. Her supervisor told her to push me to the side and said that they would “deal with me later”. I waited another 20 minutes for them to get through the rest of the line. Once I finally got my ticket rebooked, the flight is not only not a direct flight, it’s also supposed to reach my destination 8 hours after my initial flight. First of all, I shouldn’t have had been put on hold just because there’s a long line to get through. Secondly, right before I was pushed to the side, the agent promised to put me on the next possible flight at 11 am. But after being pushed aside, I got put on the 1:50 pm flight. The inconsistency and empty promising is so unacceptable. I am being lied to and neglected by your staff. I have never experienced this with other airlines. Delta next door had the same amount of people in line and they got through the line 30 minutes faster than United. Delta in the past had allowed me to board my airplane still while my baggage goes on the next flight but United would not allow me to do that. I have lost 8 hours of my time to spend with my parents whom I have not seen in 2 years due to the your staff’s incapability to work efficiently. How could you possibly ever replace this valuable time I lost because of your inconsiderate employees. Thanks to United, I will now have 5 hours to cry at the airport. This experience is making me reconsider ever taking a United flight again. Especially seeing that comparison of service quality side by side with Delta.",1,1,,20th January 2019,"""being lied to and neglected""", (United States) ,Madison to Newark via Chicago,2,Economy Class,2,Solo Leisure,1,1,1
United,,,Jan-19,1,2," |  Newark to Las Vegas. United Airlines isn’t my go to airline but sometimes I have to take it due to lack of alternatives. Whenever I do take it, I get reminded why I dislike taking it. In flight customer service has never impressed me. Flight attendants are unfriendly and unwilling to help. I got stuck with my small luggage because of lack of space in the business class. The flight attendant directed me to go to the back of the flight to find a spot when I was sitting upfront. This not only resulted a long delay for everyone but took me 15 minutes to get back to the front and just to find out I could’ve fit my bag in the overhead near my seat. Zero initiative to provide any help. Let me add laziness too to my description.",1,1,,8th January 2019,"""service has never impressed me""", (United States) ,Newark to Las Vegas,4,Business Class,1,Business,3,1,3
United,Boeing 737-900,,Dec-18,0,4," | I took United as domestic flight segment from EWR to AUS and back to IAD in December 2018 and had generally very good experience. There are many new machines, the staff were very polite. There is a large selection of free soft-drinks optionally served with ice cubes. I like the design and brand vision partly derived from Continental. Seats average, a bit tight. Unfortunately some delays occur often especially when flying from EWR.",2,8,yes,8th January 2019,"""generally very good experience""", (United States) ,Newark to Washington via Austin,3,Economy Class,5,Business,3,1,0
United,,,Jan-19,1,1," | Washington to Greensboro. Not the first time I have had issues with my flights, always end up needing to wait extra time! Next time I need to choose a company to fly with, United Airlines definitely won’t be my first option!",1,1,,8th January 2019,"""won’t be my first option""", (United States) ,Washington to Greensboro,1,Economy Class,1,Solo Leisure,1,1,1
United,,,Dec-18,2,1," |  Shanghai to Newark. I ordered the ticket a month in advance and had to transfer from Shanghai Hongqiao airport to Shanghai Pudong airport. When I arrived to check in the staff told me all seats were sold out. It was outrageous they didn't give me a refund prior to flying out they instead promised me a seat that wasn't empty I was furious. The airline messed up on my order and still had the nerve to upgrade someone's seat instead save your money and book elsewhere United Airlines treat their customers like a joke. The staff on board were attentive but the leg room seemed to be smaller than other aircraft. In addition, the food was dry and mediocre it was hard to swallow. I will no longer book through United Airlines after this ridiculous first experience with them.",1,2,,7th January 2019,"""ridiculous first experience""", (United States) ,Shanghai to Newark,1,Economy Class,3,Solo Leisure,1,1,1
United,,,Jan-19,5,4," |  Denver to San Francisco. Over the top service in business class right from check in to the Polaris lounge ( centurion eat your heart out) To the staff being so attentive and trying to get everyone taken care of. 2 hr rain delay at sfo... they apologized for rain. And then they announced that a few people were trying to make an international connections if everyone could stay in their seats so these people could get off first... and everyone listened. Well 1 very anxious couple defied the stewardess orders and walked to the exit area and sat right in front of it while we were still taxiing on the runway, the stewardesses were firm and did not escalate the situation. ",3,9,yes,7th January 2019,"""Over the top service""", (United States) ,Denver to San Francisco,3,Business Class,5,Business,4,1,4
United,,,Jan-19,0,0," |  Las Vegas to Halifax via Newark. These people are the most rude and selfish people I have ever dealt with. I am in the Canadian military and specifically asked before booking my flight whether we were covered for checked baggage. I was told that I am and so I booked with them. Now being at the airport they tell me they only cover for US and refuse to do anything to help me out. They were condescending, rude, and refused to help out with anything wanting me to pay over $300USD for my 3 bags. Eventually rebooked to Air Canada and I would recommend Air Canada to anyone. ",1,1,,6th January 2019,"""rude and selfish people""", (United States) ,Las Vegas to Halifax via Newark,0,Economy Class,0,Solo Leisure,1,0,0
United,,,Jan-19,0,0," |  Syracuse to Las Vegas via Chicago. United recently impressed me when I was promised a travel voucher and to be able to change flights by reservation agent. I confirmed the details multiple times. I asked if I would have to go to the gate and through security and he said no. The agent also said the voucher and changing flight was guaranteed and it was rare to be offered this. I showed up to the airport today with no bags (because I was guaranteed a voucher and to switch flights). Then I realized I was lied to. Lady at the ticketing counter in Syracuse was very helpful, but said that I was misinformed. I ended up spending over 2 hours between the ticketing counter and calling reservations today. I received a later flight but no voucher. I feel deceived and absolutely disrespected. There’s such a lack in their customer service experience and overall respect for people’s time, which is now something I can’t get back. I have now wasted non refundable minutes dealing with something I was promised multiple times. I will not be using United as my airline of choice and highly advise against using them.",1,1,,6th January 2019,"""I realized I was lied to""", (United States) ,Syracuse to Las Vegas via Chicago,1,Economy Class,1,Business,1,1,0
United,,,Dec-18,1,1," |  Chicago to Los Angeles. One of the worst airlines I've ever flown on. Will never fly with them again. If anything goes wrong, be warned that they will not work with you to compensate. The service is horrible, their policies are worse. Very greedy airline, would never recommend.",1,1,,4th January 2019,"""would never recommend""", (United States) ,Chicago to Los Angeles,1,Economy Class,1,Solo Leisure,1,1,1
United,,,Jan-19,1,4," |  Houston to Salt Lake City. The guy next to me was cool with switching with my wife so we could both take care of our kid. Then the stewardess came around and told us the baby couldn’t be in that isle because it was an emergency exit isle. That would make sense if it was, but it wasn’t an emergency exit isle. When I pointed this out the stewardess got mad, and made my wife and the other person switch back to their original seats. United do an attitude check on your people before hiring them thanks. Oh those maple wafers were so good!",3,1,,4th January 2019,"""attitude check on your people""", (United States) ,Houston to Salt Lake City,3,Economy Class,1,Family Leisure,1,1,1
United,,,Dec-18,2,1," | I had the worst flight of my life with United Airline! They retarded our flight from Houston to San Jose Costa Rica and they were trying to let us think it was because of the weather, but all other airline managed to make their flight that day. They canceled our flight because they were missing staff, but still they were saying it was weather. The flight was schedule for 9:15am on the next morning, but they still didn't had staff. They finally made the flight passes 11:00am. That flight was schedule originally the day before at 9:30pm. Furthermore, after cancelling my flight back before the 24hours allowed to cancel it they confirm that my flight was canceled, but did not refund it. I'm still trying to get the refund... Worst airline: United Airline",1,1,,4th January 2019,"""I had the worst flight""", (United States) ,San Diego to San José via Houston,3,Economy Class,2,Solo Leisure,1,1,1
United,A320,,Dec-18,0,2," |  San Francisco to Portland. This was the worst flight in my entire life and I am 62 years old. I will NEVER fly United Airlines again. We started boarding on time and were about 1/2 full when they asked us to deplane for a maintenance issue. At first, we weren't told when they thought we might take iff. Then every 1/2 hr they would say it would be another 1/2 hr before we knew anything. I learned more about the problem in United's texts than from their Customer Service personnel. We finally were told it was ONE indicator light that wasn't working. After 2 1/2 hours they told people about another possible flight leaving at 7 pm. The problem with that was it was completely FULL & had people on standby. So you could give up a PAID RESERVATION for a seat on another flight with the slight possibility of getting on. This made no sense. They finally brought out free water and snacks but never bothered announcing this so by the time I'd heard about it they were all gone. They then changed our gate to a less comfortable location with fewer seats. People were seating on the floor. I've got health issues and this entire experience was awful . I usually fly with Southwest and I've never encountered anything like this. I understand that it is the holidays but United should have been better prepared for situations such as this. Think twice before flying United.",1,1,,29th December 2018,"""worst flight in my entire life""", (United States) ,San Francisco to Portland,2,Economy Class,1,Solo Leisure,1,1,0
United,,,Dec-18,1,1, | Cancun to London via Houston. Never again! Placed me in a complete opposite of the plane from my wife even though I selected my seats! United staff when we arrived at Houston said no matter where we were going with our connecting flight I would have to collect our luggage - waited 20 minutes for luggage only to be informed we did not have to collect it! Nearly missed our connecting flight due the stupidness of staff.,1,1,,29th December 2018,"""Never again""", (United States) ,Cancun to London via Houston,1,Economy Class,2,Couple Leisure,1,0,1
United,,,Dec-18,0,3," | Houston to Saint Louis. I have never had a 50 pound bag completely lost. Somehow, United did it. The gentleman that helped me in STL was super helpful, but even he said that United workers in Houston were screwing up really bad. I do not think they care about their customers in Houston which is sad. I am disappointed.",2,3,,29th December 2018,"""I am disappointed""", (United States) ,Houston to Saint Louis,2,Economy Class,5,Business,2,1,0
United,,,Dec-18,0,0," |  Chicago to Houston. Miserable inconsiderate employees. Treated like cattle and shown no courtesy or customer service of any kind. Never fly this airline. Cheap prices maybe, poor training and courtesy nonexistent. Don’t do it.",1,1,,28th December 2018,""" Never fly this airline""", (United States) , Chicago to Houston,1,Economy Class,1,Solo Leisure,1,1,0
United,,,Dec-18,1,1," |  Houston to Puerto Vallarta. Never again, and I’m not a picky traveller. Redirected due to weather/not enough gas. Airplane late, missed my flight to Guadalajara. United could not book me on the next two flights to where they were supposed to, so booked me to a different city the next day. I’m fine paying a bit to stay overnight, but now I’ll be in a different city and have to figure out a way to get to my final destination. Double accommodation and double the bus booked now and paid, and UA doesn’t even want to help by offering to pay anything, yet alone a taxi. UA we understand weather can’t be controlled, but if you can’t get me to my destination, shouldn’t that be compensated? I got a meal voucher though (laughs out loud, 24h limit). It’s 11pm and I’m tired, exhausted and fed up spending extra money, I’m not hungry and a meal voucher doesn’t cut it. I will never fly this airline again, as my travels may be ruined this time.",1,1,,27th December 2018,"""never fly this airline again""", (United States) ,Houston to Puerto Vallarta,1,Economy Class,5,Solo Leisure,1,1,1
United,,,Dec-18,3,0," |  I had a round trip flight from Denver to Philly and back for the holidays. The trip to Philly wasn’t too bad other than a weather delay (not the airlines fault at all) and the rude flight attendant. However, upon checking into my returning flight I received an error that I didn’t exists as a passenger. I called the number provided and was informed that because I missed the train connecting me to Philly after my first flight (which I missed because of to the delayed flight) my return ticket was voided and I was no longer on the flight! I received no notification of this, not a text, email. And was not reimbursed at all. I spent 45 minutes on the phone with their Customer Service who then informed I would need to pay an additional $411 to have my ticket reinstated.(I had already paid 600 for this round trip) I’d rather hitch hike 1600 miles with strangers than fly United again. Happy holidays to me, right? I ended up having to spend another $525 I didn't have to get flight back with a different airline. I fly a decent amount having family and work locations all over the country, I strayed away from usual airline to save $100 bucks on this trip and it ended up costing me an extra $550 after all things in included. Worst travel experience of my life, even Spirit wasn’t this bad.",1,2,,27th December 2018,"""even Spirit wasn’t this bad""", (United States) ,Philadelphia to Denver,2,Economy Class,1,Solo Leisure,1,1,0
United,,,Dec-18,1,1," |  LaGuardia to Washington via Orlando. Worst flying experience ever. The airline Nickles and dimes you for everything made me take my grandbabys toys out of the boxes. Staff was every rude, my first time flying with this airline, and never again.",1,1,,27th December 2018,"""Worst flying experience""", (United States) ,LaGuardia to Washington via Orlando,1,Economy Class,1,Family Leisure,2,1,1
United,,,Dec-18,0,0," |  Newark to Tel Aviv. The worst experience of my lifetime! I was supposed to fly on 12/25/18 for a very short trip for a family reunion and my daughter's celebrations. My flight was cancelled when I arrived to airport (less than 3 hours before the flight) and the cancellation text message came from Expedia, not United! United did not even bother to let me know in advance so that I would not go to the airport for nothing! I hold the driver who brought us to the airport for a while to figure out what happened. At the entrance I was told by a United rep that the flight is still on, just the aircraft was replaced so I have to check-in again (I did online check-in the day before). So I let the driver go and was waiting in the line until I reached the check-in desk where I was told that the flight is cancelled and there are no seats on the replacement flight. Nobody apologized. None of the agents looked a tiny bit sorry about what happened and nobody rushed to help resolve the situation. It felt like a 3rd hand company in a developing country, not the biggest American airline. After lots of efforts I got a replacement flight a day after and with a several hours stop in Europe. I was not offered any compensation for the damage they caused to us as all our Israeli plans had to change. After spending quite a bit of time trying to find a way to submit a complaint I finally did it and received an automated message offering $200 e-ticket or bonus miles. I do not need any of them as I will do my best to never fly United again! What a horrible Christmas experience.",1,1,,27th December 2018,"""The worst experience""", (United States) ,Newark to Tel Aviv,0,Economy Class,0,Family Leisure,1,1,0
United,,,Dec-18,1,1," |  Newark to Los Angeles. Terrible experience, delayed over 5 hours! Not updating us what is happening! United service people were terrible and very rude. I will never fly with them again. Did not give food vouchers for evening flight. Just can’t believe this.",1,1,,27th December 2018,"""delayed over 5 hours""", (United States) ,Newark to Los Angeles,1,Economy Class,1,Couple Leisure,1,1,1
